climate_tweets.id,climate_tweets.tweet_id,climate_tweets.prof,climate_tweets.text,climate_tweets.lang,climate_tweets.place,climate_tweets.datetime,climate_tweets.rnd,climate_tweets.lang_N,climate_tweets.place_N,climate_tweets.select,climate_tweets.required_views,climate_tweets.number_views,tweet_classifications.id,tweet_classifications.user_id,tweet_classifications.tweet_id,tweet_classifications.tweet_text,tweet_classifications.insert_time,tweet_classifications.attitude,tweet_classifications.phenomenon_drivers,tweet_classifications.phenomenon_science,tweet_classifications.phenomenon_denial,tweet_classifications.impacts_extreme,tweet_classifications.impacts_weather,tweet_classifications.impacts_environment,tweet_classifications.impacts_society,tweet_classifications.adaptation_politics,tweet_classifications.adaptation_ethics,tweet_classifications.unknown
12669,136882179,0,"I m at Department of Energy & Climate Change (DECC) (Whitehall, Greater London) http://t.co/4wjFfTmE",en,GB,41018.5888888889,0.192423063235892,11868,1661,0,3,0,12669,84968,14370,,42271.3620949074,1,0,0,0,0,1,1,1,0,0,0
4588,1719574023,0,Climate Change and the 6th Great Mass Extinction Event. We can still stop it! http://t.co/UNHgUHuO,en,US,41232.6090277778,0.0611316048045379,3786,2375,0,3,0,4588,83057,1652,,42187.1784953704,-1,0,0,0,0,1,0,0,0,0,1
14499,379006812521250000,0,@MelzOnTwittuh sounds like Al Gore talking about global warming....lmfaooo,en,US,41531.9305555556,0.223046870512216,13698,8617,0,3,0,14499,102005,24847,,42274.8314699074,1,0,0,0,0,0,0,0,0,0,1
4678,-1516765634,0,Jesus is cornering the market on HVAC...global warming=the rapture? http://t.co/MaPxVJfI,en,US,41159.8923611111,0.06258596765835,3876,2424,0,3,0,4678,96,6660,,42188.0151157407,0,0,0,0,0,0,0,0,0,0,1
15599,399489357695819000,0,"Check out the work by @ashoswai &amp; @FlorianKrampe on the Zambezi river, climate change &amp; economic vulnerability   http://t.co/TP5uBhBBwK",en,DE,41588.4513888889,0.241200515466179,14798,221,0,3,1,15599,84968,52931,,42276.2368055556,2,0,0,0,1,1,0,0,0,1,0
13696,355118163270172000,0,@NatGeo This geog major turned 130 yrs of climate data into a cello composition to show the pace of global warming. http://t.co/4kWet6m59Z,en,CA,41466.0104166667,0.209743077962242,12895,819,0,3,0,13696,84968,8471,,42273.3444791667,1,0,0,0,0,0,0,1,0,1,1
16209,375697742212763000,0,Al Gore\'s climate change group defends strategy in internal memo after big BuzzFeed story by @rubycramer &amp; @evanmcsan http://t.co/HlMGS3pc9m,en,US,41522.7993055556,0.250638427476165,15408,9663,0,3,0,16209,84968,14401,,42276.4877430556,1,0,0,0,0,1,1,1,0,0,0
14380,-965991849,0,Let s do a sit in protest against global warming.,en,US,41306.1638888889,0.221088337805808,13579,8539,0,3,0,14380,84968,1872,,42274.4422916667,1,0,0,0,0,1,1,1,0,0,0
18362,411878317831102000,0,"I\'m not sure I buy Climate Change theories, but I definitely find it odd to point to cold weather in winter as evidence that it\'s false.",en,US,41622.6388888889,0.287181380754771,17561,11046,0,3,0,18362,84968,4710,,42279.4306481481,1,0,0,0,0,0,0,1,0,1,1
18170,342696312107585000,0,@ForAmerica Obummer will blame all scandals on al Gore\'s global warming! Start buying carbon offsets for IRS and Verizon,en,US,41431.7326388889,0.283951579944367,17369,10927,0,3,0,18170,84968,58980,,42279.3615509259,1,0,0,0,0,0,0,1,0,1,1
19098,389290492690989000,0,A worrying trend MT @colonialdude: â€œ@NWF: global warming will expose more regions to water scarcity: http://t.co/G6bXUBORXSâ€â€,en,US,41560.3083333333,0.298927583520666,18297,11508,0,3,0,19098,84968,27615,,42282.16,1,0,0,0,0,0,0,1,0,1,1
8584,371463159841714000,0,@melissaleahsays @thinkprogress @climateprogress ~ climate change is as critical to budget for as fire fighters fighting wild fires.,en,US,41511.1138888889,0.12506347635125,7783,4879,0,3,0,8584,84968,48117,,42255.1767361111,1,0,0,0,0,0,0,1,0,0,1
3323,353835126104399000,0,Facebook Twitter Social Media will Rock more if it markets Global Warming @Twitter,en,DE,41462.4701388889,0.0405620173671197,2521,35,0,3,0,3323,962,21701,,42173.5265856481,-1,0,0,1,0,0,0,0,0,0,0
5011,-985867712,0,Global warming is really keeping us on our toes,en,US,41285.2611111111,0.0680162236648947,4209,2621,0,3,0,5011,85782,1484,,42194.2879282407,0,0,0,0,0,1,0,0,0,0,0
4513,-899574914,0,"@JustAmanda1997 is so hot, she causes the global warming.",en,ID,41227.4861111111,0.0601059552028704,3711,169,0,3,0,4513,96,54825,,42186.8203587963,0,0,0,0,0,0,0,0,0,0,1
12502,423530944784384000,1,"Rush had diarrhea of the mouth concerning polar vortex &amp;climate change, but Al Roker straightened his ass out! http://t.co/gAH84aoL2E",en,US,41654.79375,0.189598924587471,11701,7320,0,3,0,12502,102005,60518,,42271.3394328704,1,0,0,0,0,1,0,0,0,0,1
15520,1597119538,0,"$800BN, the cost of acting very late RT @HuffingtonPost Study calculates cost of curbing climate change http://t.co/jq4dIprQ",en,GB,41296.0472222222,0.239874618435289,14719,2020,0,3,0,15520,84968,29740,,42276.1439236111,-1,0,0,1,0,0,0,1,0,0,1
12414,-1044806529,0,Reports from Rome: The Environmentalist Loonies are up in arms over the Papal record on emissions and their contributions to global warming.,en,US,41345.7833333333,0.188345439461838,11613,7262,0,3,0,12414,102005,48863,,42271.3249537037,1,0,0,0,0,0,0,0,0,0,1
17107,391270866782126000,0,"Change of climate, stress =the flu. Mothers making cornmeal porridge. But unlike Bob Marley, im not sharing any of it with you!",en,US,41565.7729166667,0.266277707971827,16306,10219,0,3,0,17107,84968,55178,,42278.1464236111,1,0,0,1,0,0,0,1,0,1,0
14385,341282139012218000,0,S. California ON FIRE -- Climate Change FUELS CALIFORNIA WILDFIRES: Sign Petition 4 U.S. Nat\'l Clean Energy Project  http://t.co/je9kmt1ZPZ,en,US,41427.8305555556,0.221154392213992,13584,8541,0,3,0,14385,84968,13445,,42274.445787037,1,0,0,0,0,1,1,0,0,1,0
7583,415471705570955000,0,Just went from 80 degree weather to 32 degree weather in less than 10 hours. Holy mother of climate change,en,US,41632.5548611111,0.108906958917992,6782,4236,0,3,0,7583,96,14671,,42230.3426736111,0,0,0,0,0,0,0,1,0,0,0
6496,392101551621152000,0,Global warming caused the Sharknado. Also hurricane in California. SHARK THROUGH THE WINDOW HOLY CRAP THEY CAN FLY,en,US,41568.0652777778,0.0918641861144632,5694,3563,0,3,0,6496,84968,46401,,42213.5172453704,1,0,0,0,0,0,1,1,0,0,0
8439,1414078965,0,We are looking forward to 5pm launch of @Dochasnetwork NGO manifesto for #eu2013ie http://t.co/rhS3sEkU. See you there!,en,IE,41316.6388888889,0.122436550222838,7638,58,0,3,0,8439,102005,43753,,42254.9233680556,1,1,0,0,0,0,0,0,1,0,0
10477,361142065347833000,0,"@ProgressEconomy @NationalDebt   sorry a drop in national debt is a myth, just like global warming.  :)",en,US,41482.6333333333,0.156048552712992,9676,6075,0,3,0,10477,84968,2246,,42265.2163888889,1,0,0,0,0,1,0,1,0,0,1
772,-1728114758,0,"Governor, senators disagree on terms of climate-change bill: Gov. Jay Inslee urged lawmakers Tuesday to support... http://t.co/rYuz0ytges",en,US,41339.2465277778,0.0126498479388494,772,491,1,3,0,772,352,49097,,42157.8693981481,2,0,1,0,0,0,0,0,0,0,0
10837,-1604702527,0,@JohnWDean Climate change is NOW. it s too late thanks to the conservatives. Now we need to learn how to live in the new reality!,en,US,41286.1694444444,0.162184957039625,10036,6279,0,3,0,10837,102005,55664,,42266.2273611111,1,0,0,0,0,0,0,0,0,0,1
3143,404916246132432000,0,And nobody denies better than Australia! How rich countries dodged the climate change blame game in Warsaw http://t.co/XeYFwGxdGv #auspol,en,AU,41603.4270833333,0.0374525404686479,2341,114,0,3,0,3143,352,21996,,42172.2704861111,1,0,0,0,0,1,0,0,0,0,1
16000,-1911755197,0,@Penguin_Mimi thanks and I try not to fart either (global warming) cx,en,US,41385.2770833333,0.247520519003272,15199,9530,0,3,0,16000,84968,26563,,42276.4045601852,1,0,1,0,0,0,1,1,0,0,0
5304,384590430127403000,0,The Brit cabinet minister responsible for fighting the effects of climate change says less people will die from cold. http://t.co/9QANY12hCl,en,US,41547.3381944444,0.0736515014761332,4502,2814,0,3,0,5304,84968,69429,,42197.2372337963,1,0,0,0,0,1,0,0,0,0,0
14267,419933121543286000,0,Why is our Govt. so apathetic to climate change? RT @GuardianAus: Flood-hit UK must prepare for more extreme weather. http://t.co/n1OZWxIqTd,en,AU,41644.8659722222,0.219117574697379,13466,674,0,3,0,14267,84968,16350,,42274.367037037,1,1,1,0,0,1,1,0,0,0,0
7721,2013375362,0,Climate change throws us into a world where the unacceptable may become unavoidable - Queensland Premier Campbell Neâ€¦http://t.co/jbgdLC5t,en,AU,41310.8493055556,0.11116690113595,6920,345,0,3,0,7721,936,69349,,42239.1525,0,0,0,0,0,0,0,0,0,0,1
6827,-1783029574,0,â€œ@tmsruge: Many NGO s in climate change [ arena ] think 2020 is too far away [ for a solution ] #climatejusticeâ€,en,US,41073.8277777778,0.0969645652112588,6026,3775,0,3,0,6827,84968,11109,,42215.5104050926,-1,0,0,0,0,1,0,0,0,0,1
5700,349668241053982000,0,@TonyAbbottMHR you could learn a fair bit from President Obama on climate change. Or are you sticking your head in the sand still? #auspol,en,AU,41450.9715277778,0.0797012027375751,4898,252,0,3,0,5700,84968,43212,,42201.2168634259,1,0,1,0,0,0,1,0,0,0,0
17371,-1956150837,0,China report spells out grim climate change risks  Reuters: http://t.co/qkJwRFCF via @pearltrees,en,US,40926.63125,0.27080715445952,16570,10399,0,3,0,17371,84968,60381,,42278.2619328704,1,0,0,0,0,0,0,1,0,1,1
18045,-1847736197,0,Janet Napolitano on the Trail of Global Warming - Godfather Politics: http://t.co/BRWs6x9B lady is a sick fat pig communist.hang her.,en,US,41097.7333333333,0.282116800232747,17244,10846,0,3,0,18045,84968,41833,,42279.3143865741,1,0,0,0,0,0,0,1,1,1,0
4031,391574165683044000,0,"This ain\'t survivor, you can\'t change the channel. We\'re burning. -workshop on racism and the climate mvmt #powershift",en,US,41566.6097222222,0.0520387007012925,3229,2013,0,3,0,4031,962,49425,,42178.6786226852,1,0,0,0,0,0,0,0,0,1,0
13328,-1303865982,0,Are there any deniers of global warming left? Still out of closets? #SOTU,en,US,41318.1104166667,0.203402226743989,12527,7842,0,3,0,13328,84968,45473,,42272.1435532407,1,0,0,0,0,1,0,1,0,0,1
8221,-1776198457,0,Australia is put a lot of o2 in the air from the wild fires. Why can we understand about climate change cause its everywhere.,en,CA,41282.7430555556,0.118962342691545,7420,468,0,3,0,8221,84968,36816,,42250.1033912037,2,0,1,0,0,1,0,0,0,0,0
163,399727366081355000,0,â€œ@Ashton5SOS: Why are you naked?Umm Global warmingâ€ I JUST WATCHED THIS MOVIE I LOVE THIS.,en,US,41589.1083333333,0.00271474342014455,163,106,1,3,0,163,532,1585,,42148.5345023148,0,0,0,0,0,0,0,1,0,0,0
10306,-204570094,0,"So here comes another late season, almost November, New England hurricane, dejavu anyone? Believe in climate change yet?",en,US,41209.1277777778,0.153090086212044,9505,5970,0,3,0,10306,84086,38458,,42264.5889583333,1,0,1,0,0,0,0,0,0,0,0
10194,382162464197967000,0,@BobPickard Public relations leader   Digital &amp; social media communicator   Concerned about climate change   Overseas Canadian   CARE! #PR,en,CA,41540.6388888889,0.151159541947785,9393,586,0,3,0,10194,84086,11758,,42263.4779976852,1,0,0,0,0,0,0,0,0,0,0
8843,396092170081275000,0,â€œ@ColbertReport: Study #divorce =contagious. That\'s why I did Larry King Live in a hazmat suit with a canary. http://t.co/SGlpavMlXaâ€,en,US,41579.0770833333,0.128671806051806,8042,5045,0,3,0,8843,84086,46370,,42256.5664467593,1,0,0,0,0,0,0,0,0,0,0
6566,368123982643335000,0,âž¤Zero Attendance for Obama Global Warming Rallyâž¤Magic mojo that swept obviously UNQUALIFIED OBAMA in2 office is goneâ¬…http://t.co/qIDQMbDHlg,en,US,41501.9,0.0928641104562532,5764,3603,0,3,0,6566,84968,38496,,42215.1632291667,2,0,0,0,0,1,1,0,0,0,0
17346,1690578082,0,I ðŸ’š Global Warming,en,US,41307.9611111111,0.270405181387631,16545,10382,0,3,0,17346,84968,27949,,42278.2500694444,1,0,0,0,0,0,0,1,0,1,1
6814,404580891659620000,0,@davepell .. .. Typhoon Haiyan not about climate change: Column http://t.co/vhiC2ue5dQ via @USATODAYsports,en,US,41602.5013888889,0.0967579892506887,6013,3763,0,3,0,6814,84968,6808,,42215.5068634259,1,0,0,0,0,0,0,1,1,0,0
2751,417858313678622000,0,@theagebreaking: Australia \'held hostage to climate madness\' http://t.co/2JNsRBQahF [So now we get to be held hostage by this combover?],en,AU,41639.1402777778,0.0310769746194274,1949,90,0,3,0,2751,352,56406,,42170.8864814815,-2,0,0,1,0,0,0,0,0,0,0
11084,328955734240919000,0,"Bill Revelle to match donations, up to $50,000, to boost Bulletin of Atomic Scientists\' reporting on climate change. http://t.co/rbDdgmFbUJ",en,US,41393.8159722222,0.166769715920723,10283,6438,0,3,0,11084,102005,59362,,42266.2960763889,-1,0,0,0,0,1,0,0,0,0,1
10636,895298028,0,CEO of #exxonoil is on Charlei Rose... his #smirk belies his can we be honest comments about oil global warming? #selfinterest #schill,en,US,41341.1986111111,0.158770113359183,9835,6161,0,3,0,10636,102005,35509,,42266.0527546296,1,0,0,0,0,0,0,0,0,0,1
9106,249162584,0,Dont see any candidates speaking about this: Shocking Greenland Ice Melt: Global Warming or Just Heat Wave? http://t.co/P0efCjWR #Obama,en,US,41116.1243055556,0.13336508897271,8305,5222,0,3,0,9106,102005,59830,,42257.4197337963,1,0,0,1,0,0,0,0,1,0,0
16960,351597927858319000,0,My farts are the cause of global warming (which is a myth),en,US,41456.2965277778,0.26353501677748,16159,10125,0,3,0,16960,102005,8654,,42278.1257986111,0,0,0,0,0,0,0,0,0,0,1
5164,1399316742,0,@Illuminatus23 he is a climate change denier says google... If i got the rught person. But so is Randi and unfortunately Oberhummer,en,DE,41360.875,0.0709630916800223,4362,64,0,3,0,5164,96,37072,,42195.2655555556,0,0,0,0,0,0,0,0,0,0,1
10861,393263440800022000,0,There are times I\'m glad global warming will eventually flood holland. Times like passport check at Schiphol.,en,NL,41571.2715277778,0.162527016474143,10060,80,0,3,0,10861,84968,46580,,42266.2380555556,1,0,1,0,0,0,1,0,0,0,1
4807,361453081675841000,0,On morning walk. Eff global warming and environment #BeachHouseLife ;-) #MDAinOBX #vacationâ€¦ http://t.co/vYVEBk1fHR,en,US,41483.4916666667,0.0648157281438456,4005,2507,0,3,0,4807,35679,71282,,42189.1550347222,-1,0,0,1,0,0,0,0,0,0,0
13037,358454800809082000,0,"the new axe commercial couldn\'t be more retarded. between objectifying women and mocking global warming, I threw up.",en,US,41475.2180555556,0.198498734598363,12236,7667,0,3,0,13037,84086,59564,,42271.5028703704,1,0,0,0,0,0,0,0,0,0,0
16671,420552699416158000,0,So this is what global warming feels like? Well count me out!,en,US,41646.5756944444,0.258716055620631,15870,9951,0,3,0,16671,84968,33213,,42277.3664236111,1,0,0,0,0,0,0,1,0,1,1
18214,384473073140772000,0,Global Warming a Faith-Based Science? http://t.co/pvKKLL7J0Q,en,US,41547.0145833333,0.284796327800994,17413,10952,0,3,0,18214,84968,9012,,42279.3695023148,1,0,0,0,0,0,0,1,0,1,1
5926,357959194621652000,0,I\'m really confused because there\'s puddles in my garden and mostly everything\'s wet but its been boiling all day? I blame global warming,en,GB,41473.85,0.0833828517799274,5124,686,0,3,0,5926,84968,60521,,42203.4380787037,-1,0,0,0,0,0,0,1,0,0,0
8545,421440838929891000,0,Karel Mokany: the importance of dispersal for tropical forest biodiversity under climate change #IBS2014,en,AU,41649.0263888889,0.124435287910663,7744,383,0,3,0,8545,102005,56258,,42254.9494675926,0,0,0,0,0,0,0,0,1,0,1
5254,382586938059808000,0,Climate change is here. http://t.co/oIcUYx6fyL,en,US,41541.8097222222,0.0725962547658525,4452,2778,0,3,0,5254,84968,69132,,42197.1931134259,2,0,0,0,0,1,1,0,0,0,0
5615,390365384467308000,0,"Supposed to be the coldest winter in 60 years, so much for all that wasted work on global warming in geography..",en,GB,41563.2743055556,0.0783648242133187,4813,649,0,3,0,5615,96,11293,,42200.7397800926,0,0,0,0,0,0,0,0,0,0,1
8161,1781358669,0,I m at JICA Project of Capacity Development for Climate Change Strategies in Indonesia (Jakarta 12920) http://t.co/DlZB2KHd,en,ID,41297.0236111111,0.118143450686328,7360,344,0,3,0,8161,335,8810,,42249.4724421296,0,0,0,0,0,0,0,1,0,0,0
2948,-1841522898,0,"Private Frazer we need you now. Unless we do something soon we re doomed, doomed I tell you! http://t.co/aUULbLhW",en,GB,41226.9506944444,0.0340837816655377,2146,293,0,3,0,2948,962,56396,,42171.5606712963,1,0,0,0,0,1,0,0,0,0,0
7751,-2119056735,0,"@politifact @mattyglesias PF: we meant climate change caused high temps and low humidity, so plausible Sen. Reid s pants could catch on fire",en,US,41128.8993055556,0.11148811970439,6950,4346,0,3,0,7751,335,11468,,42240.1269675926,0,0,0,0,0,0,0,1,0,0,0
2397,-2057575539,0,DAMN that global warming! http://t.co/CktVS7Vy,en,US,41197.6833333333,0.0255511615177898,1595,987,0,3,0,2397,1929,57456,,42166.6969444444,-1,0,0,0,0,0,0,1,0,1,0
3228,409386693293137000,0,Global Warming?,en,US,41615.7631944444,0.0389329046553624,2426,1522,0,3,0,3228,85782,1028,,42172.6558101852,0,0,0,0,0,0,0,0,0,0,1
15861,391103073520586000,0,"No such thing as climate change? 10 degrees and hail in Melb, and 800km up road 38 degrees.",en,AU,41565.3097222222,0.245270861545616,15060,759,0,3,0,15861,84968,25276,,42276.3516898148,1,0,0,0,0,0,0,1,0,1,1
13880,-1489646201,0,Is Climate Change Hell Now Inevitable?  Common Dreams http://t.co/gBqXrbOH Scary MUST READ environmental issues,en,US,41184.9215277778,0.212620265336567,13079,8208,0,3,0,13880,102005,36142,,42273.8872800926,-1,0,0,1,0,1,0,0,0,0,0
140,350429866878963000,0,Just watched Chasing Ice... I want to be James Balog when I grow up... that is if global warming hasn\'t already destroyed the planet.,en,US,41453.0736111111,0.00237032242881685,140,89,1,3,0,140,913,34550,,42148.3446296296,0,0,0,0,0,0,0,0,0,0,1
13112,400522403974885000,0,Is it weird that my main goal in life is to be debt free before runaway climate change destroys the economy,en,AU,41591.3020833333,0.199663094020708,12311,626,0,3,0,13112,102005,903,,42271.7773263889,-1,0,0,1,0,0,0,0,1,0,0
3127,332372895365988000,0,Professor Andrew Watkinson @lwec_uk speaks on BBCR4 Farming Today how climate change is affecting British wildlife http://t.co/tnV6aeDhjU,en,GB,41403.2458333333,0.0371205775474549,2325,314,0,3,0,3127,352,28401,,42172.2676736111,1,0,0,0,0,0,0,0,0,0,1
2654,380896785805213000,0,http://t.co/rwTZ4qTTqA  Obama now playing the global warming card,en,US,41537.1458333333,0.0295364147281053,1852,1154,0,3,0,2654,923,15889,,42168.9370717593,0,0,0,0,0,0,0,0,0,0,1
8492,-47183289,0,I love when my thermodynamics teacher trashes the idea of global warming... an inconvenient myth warms my heart. #politics,en,US,41201.75625,0.123475790522428,7691,4818,0,3,0,8492,102005,19756,,42254.9363425926,0,0,0,0,0,0,0,0,0,0,1
13768,411548337041838000,0,@ShaleGasExpert @emilygosden Why does Geoffrey seem cross that shale gas will not lead to cheap gas? Has he not heard of Climate Change?,en,GB,41621.7284722222,0.210810632880762,12967,1784,0,3,0,13768,84968,56319,,42273.3675694444,1,0,1,0,0,0,0,1,0,0,1
10360,414778433206755000,0,@ajfromhouston Global warming is just another idiot liberal lie to scare the folks. Sad thing is it works. Clueless sheep.,en,US,41630.6416666667,0.153954417841962,9559,6007,0,3,0,10360,102005,60458,,42265.0558217593,1,0,0,0,0,0,0,0,0,0,1
13543,-64138034,0,Tsunamis earthquake global warming polar cap melting rapidly it s the 5000 year of the Mayan calendar=end of world 2012ðŸ˜”@laurengarraway,en,GB,40931.8854166667,0.207025012927526,12742,1766,0,3,0,13543,35679,71382,,42272.5817824074,1,0,0,0,0,1,0,0,0,0,0
7796,371117594960347000,0,Meat is the biggest cause of anthropogenic climate change. Don\'t tell me what you think *I* should do if ur still chowing down on Big Macs.,en,US,41510.1604166667,0.112296251799739,6995,4379,0,3,0,7796,84968,43751,,42241.5158333333,1,0,0,0,0,0,1,1,0,0,0
4567,373768840938668000,0,"not afraid of burqas, asylum seekers or scientific conspiracies that try and disprove climate change, I\'m just afraid of ignorance #auspol",en,AU,41517.4763888889,0.0608389258460198,3765,190,0,3,0,4567,96,13083,,42186.8539814815,0,0,0,0,0,0,0,0,0,0,1
11091,381002465359171000,0,#ff @LabourEnergy for all the latest news from Labourâ€™s Energy and Climate Change team - including updates from conference #lab13,en,GB,41537.4375,0.166874288458561,10290,1443,0,3,0,11091,102005,10108,,42266.2966782407,-1,0,0,1,0,0,0,0,0,0,1
7976,398864532015030000,0,Global warming just doesn\'t effect  America! Super typhoons on other side of the world!,en,US,41586.7277777778,0.115158399484257,7175,4506,0,3,0,7976,335,5671,,42246.5040277778,0,0,0,0,0,0,0,1,0,0,0
6226,-1581778017,0,I m just amazed that any enviro would think attacking Obama on ignoring climate change would do any good at this point. http://t.co/qyWgKAV6,en,US,41202.9340277778,0.08778649554949,5424,3395,0,3,0,6226,84968,978,,42211.5107638889,-1,0,0,0,0,0,0,1,0,0,0
8218,406890040837431000,0,Another global warming announcer?.  Its 60 degrees ( near normal)  at Auburn and the announcer says its almost summer like.,en,US,41608.8736111111,0.11891801297467,7417,4661,0,3,0,8218,84968,34211,,42250.1021527778,-1,0,0,0,0,1,0,0,0,0,1
11623,419129183848390000,0,Global warming my butttttttt,en,US,41642.6472222222,0.175453510576478,10822,6761,0,3,0,11623,92226,15182,,42268.8591435185,1,0,0,0,0,0,1,1,0,0,0
13752,385829477454188000,0,This laptop defines global warming warnings,en,ZA,41550.7576388889,0.210593529984837,12951,162,0,3,0,13752,84968,35305,,42273.3632060185,1,0,0,0,0,0,0,1,0,1,1
12979,-1544164600,0,I actually do not get global warming.. Still cold like #whatislife #bullshitter,en,GB,41353.6465277778,0.197599009244041,12178,1698,0,3,0,12979,84968,33571,,42271.4867592593,1,0,0,0,0,0,1,1,0,0,1
6803,365505525326159000,0,I just wanted to bring a warning global warming to that cole world you was breathing,en,US,41494.6743055556,0.0966205662689756,6002,3754,0,3,0,6803,84968,23557,,42215.503900463,1,0,0,0,0,0,0,1,0,0,1
17269,454895801,0,Pledge Now - Fight Against Climate Change! http://t.co/DOTiPYEZ,en,MY,41304.6166666667,0.268846891396198,16468,279,0,3,1,17269,84968,27170,,42278.1631365741,1,0,0,0,0,1,1,1,0,0,0
7110,712212341,0,Global warming. Moscow style. @ ÐÑ€Ð±Ð°Ñ‚ / Arbat Street http://t.co/yy45xy9y8m,en,RU,41357.4743055556,0.101823201953807,6309,98,0,3,0,7110,84968,7273,,42216.2595717593,1,0,0,0,0,0,0,1,0,0,1
9674,420436878920122000,0,Global warming! Ask the folks in the Midwest and Northeastâ„ï¸,en,US,41646.2555555556,0.142467988716467,8873,5562,0,3,0,9674,102005,61909,,42263.0909375,1,0,0,0,0,1,0,0,0,0,1
6117,-964994019,0,It s days like yesterday and today that get all of the global warming crazies excited.,en,US,41247.7243055556,0.0863525121386407,5315,3330,0,3,0,6117,84968,61502,,42210.1878240741,1,0,0,0,0,0,1,1,0,0,0
3531,1672589483,0,The Independent: How to catch illegal logging in the Amazon? Make the trunk call. http://t.co/YVE4iq9N,en,GB,41290.9861111111,0.0440838199349511,2729,364,0,3,0,3531,352,41716,,42174.7808564815,0,0,0,0,0,0,0,0,0,0,1
18158,1988313410,0,Great idea by @Revkin to revisit an old book (available in slide share http://t.co/byFKiILs) and seek comments #92agw,en,GB,41281.7409722222,0.283727555359558,17357,2369,0,3,0,18158,84968,40364,,42279.3594560185,1,0,0,0,0,1,1,1,0,0,0
5278,1621554046,0,See @AlGore - Global warming would help â€œ@cnnbrk: Canadians rush to save 11 ice-trapped killer whales. http://t.co/qIh58e6S #killerwhalesâ€,en,US,41284.1340277778,0.0731318584259281,4476,2793,0,3,0,5278,84968,69410,,42197.2115046296,-1,0,0,0,0,1,0,0,0,0,0
7388,-924786688,0,Planted more trees today! Fighting Global Warming!,en,US,41013.9777777778,0.106160049777845,6587,4116,0,3,0,7388,335,1364,,42225.6457175926,1,0,0,0,0,0,0,0,1,0,0
3101,-564919803,0,Will #Frackinh Help Or Hinder the Fight Against Climate Change? http://t.co/VhTn6LJE - still not convinced by the gas #shale boom one bit,en,GB,41150.8076388889,0.0365568102400237,2299,309,0,3,0,3101,352,10856,,42172.2361574074,1,0,0,0,0,0,0,0,0,0,1
5749,394820939067564000,0,Researchers at CDC are investigating whether climate change could allow for the presence of the brain-eating amoeba. http://t.co/OtK9i0org2,en,US,41575.5694444444,0.0804942954666967,4947,3098,0,3,0,5749,84968,61253,,42201.2558333333,1,0,0,0,0,0,1,0,1,0,0
6973,1330455538,0,Sixteen Concerned Scientists: No Need to Panic About Global Warming http://t.co/lP9nKorw via @Digg,en,US,40936.9243055556,0.0994467407765739,6172,3863,0,3,1,6973,84968,30882,,42216.2331712963,1,0,0,0,0,1,0,1,0,0,0
8770,419651403615707000,0,The awkward moment when you realize the cause of global warming is your existence,en,IN,41644.0881944444,0.127749221124323,7969,107,0,3,0,8770,84968,22985,,42256.121875,1,0,0,0,0,1,0,1,0,0,0
17845,370157270170345000,0,I was always 100% sure. @MotherJones: 2001: Scientists 66% sure humans cause global warming. \'07:90% sure. \'13: 95%.http://t.co/YLjv5W7qSz,en,US,41507.5104166667,0.278602875876887,17044,10705,0,3,0,17845,102005,38122,,42279.0520833333,1,0,0,1,0,0,0,1,0,0,0
10257,-404560320,0,"Is it me or am I not remembering correctly, but when I had a snow day there was actual snow. LOTS of snow. Must be global warming. :-)",en,CA,40926.5534722222,0.152430523966545,9456,590,0,3,1,10257,102005,46130,,42263.9284722222,-1,0,0,1,0,1,0,0,0,0,1
9124,421555546085265000,0,German Global Analysis: 2013 Was A Debacle For The Promoters Of Anthropogenic Global Warming http://t.co/asMxrHpOrK #ClimateChnage #AGW,en,GB,41649.3430555556,0.133692257685439,8323,1153,0,3,0,9124,102005,28484,,42257.4233796296,0,0,0,0,0,0,0,0,0,0,1
9272,244377736,0,Just spent 25 minutes trying to get out of a parking lot. couldn t b/c gates were frozen. Global warming may have its upsides in Chicago.,en,US,41297.1527777778,0.135899915203815,8471,5331,0,3,0,9272,75455,71054,,42259.0957175926,0,0,0,0,0,0,0,0,0,0,0
19654,1561884466,0,U.S. science guru Bill Nye talks climate change http://t.co/Lfr4nf0e!,en,CA,41110.7666666667,0.307916498744397,18853,1189,0,3,0,19654,84968,28939,,42283.4803703704,1,0,0,0,0,0,1,1,0,1,0
18485,376112225435803000,0,.@ryanbarto1338 stands for climate change science http://t.co/6APKuJOmSe,en,US,41523.9430555556,0.289032647736751,17684,11121,0,3,0,18485,84968,28543,,42280.3235532407,1,0,0,0,0,1,0,1,0,1,0
3679,1884654975,0,Let s stop global warming AND SAVE THE POLAR BEARS!!!!!!!!!,en,US,41025.5916666667,0.0464928164323802,2877,1804,0,3,0,3679,352,13124,,42175.2985416667,1,0,0,0,0,0,0,0,0,0,1
17358,330860588408377000,0,â€œ@curtis_hillier: If you make jokes about global warming related to the weather still being cold you are dumb and I hate you.â€,en,US,41399.0722222222,0.27060122674631,16557,10390,0,3,0,17358,84968,59718,,42278.2580671296,-1,0,1,1,0,0,0,1,0,0,0
690,397824400839286000,0,"Global Warming, I love you. #YXJ",en,CA,41583.8576388889,0.0114539155575781,690,39,1,3,0,690,352,9069,,42157.1625694444,-1,0,0,1,0,0,0,0,0,0,1
